geography_type,geography_id,mobilebb_4g_area_st_pct
County,01001,0.47534345861210203
County,01009,0.36267569348704976
County,01017,0.6073595442577311
County,01021,0.8531601687209291
County,01033,0.812010955695051
County,01045,0.9405244703879988
County,01051,0.5517003956318922
County,01065,0.8213726290840043
County,01079,0.4628248206519336
County,01083,0.5536304701750929
County,01099,0.9665127621326631
County,01107,0.9041488895277501
County,01121,0.8895378547446183
County,02050,0.6563978711937981
County,02105,0.5344169985205162
County,02122,0.6211993464010798
County,02150,0.28625644346772083
County,02164,0.6600224667709568
County,02180,0.8107567643051123
County,02188,0.637499384877026
County,02198,0.807269775904222
County,05141,0.9505783574542455
County,05145,0.6114200594586722
County,06005,0.6726042297933241
County,06021,0.9280735545690406
County,06033,0.9244965965789591
County,06043,0.7622240057581888
County,06055,0.9041577627748347
County,06089,0.9672281216654955
County,06099,0.5093400709076084
County,06115,0.5701731551970224
County,08003,0.9955850876838424
County,08013,0.9660894230411242
County,08014,0.9721905231707135
County,08025,0.9578750166572683
County,08031,0.6694163994666055
County,08035,0.755395698812296
County,08047,0.8313922205715945
County,12083,0.4041270695383307
County,12087,0.7704556883997772
County,12095,0.9432719958721301
County,12111,0.14342923630691312
County,12119,0.2169894991165638
County,12125,0.9541637447808352
County,13001,0.7451696728069102
County,13013,0.8540236522373889
County,13029,0.6412374461591335
County,13043,0.49654217150019714
County,13055,0.8938326614286417
County,13059,0.7865573409279693
County,13071,0.6765338396558942
County,13079,0.9387232095189894
County,13091,0.6481984156104639
County,13107,0.9322037352095642
County,13113,0.9833347768866201
County,13123,0.6383314168760647
County,08053,0.8252494059128134
County,08057,0.9954749509502364
County,08059,0.3804609009249355
County,08073,0.6127561765718765
County,08083,0.8498565015161454
County,08095,0.3029820032970947
County,08105,0.6746650218708593
County,08111,0.9999541767001452
County,08123,0.679139706458594
County,09015,0.8581031305451132
County,12001,0.32319207225632435
County,12013,0.3653223280551864
County,12023,0.9117181114602809
County,12039,0.8675267747454829
County,12055,0.854126884618013
County,12059,0.9810118361109084
County,12073,0.8663684138859852
County,02261,0.7768963618721566
County,02270,0.9610567005971226
County,04003,0.9188691960971579
County,04013,0.8252642953309549
County,05001,0.8686429100461175
County,05009,0.9854137037287366
County,05019,0.5409252724427654
County,05029,0.38357591524490353
County,05043,0.44590584226625707
County,05051,0.8363198197588816
County,05061,0.6453027381471323
County,05071,0.4539623893573311
County,05085,0.9722524470226483
County,05097,0.9764335653460297
County,05101,0.1580798710790125
County,05111,0.6022958590167192
County,05123,0.5461223074184728
County,05129,0.8602224567579739
County,13309,0.9940984990122645
County,13313,0.8411079668609912
County,13319,0.9975645499878972
County,15009,0.6361439080439845
County,16015,0.952392273422477
County,16021,0.9070231224716291
County,16045,0.8928168688297726
County,16051,0.7225029432385136
County,16057,0.9337395235622811
County,16067,0.5795379226309486
County,16081,0.9321293353612827
County,17005,0.8514173402703967
County,17009,0.6595745256665991
County,17019,0.6253734570326063
County,17029,0.8452204846062554
County,17035,0.969480558384938
County,17049,0.7810663782663408
County,17055,0.37987757148358625
County,17065,0.8174620121907559
County,18051,0.3798489879937736
County,18059,0.6604884019911648
County,18069,0.7188690696540148
County,18079,0.7732585877996246
County,18085,0.7663256713241681
County,18095,0.9873235466109064
County,18105,0.9820097698230069
County,18115,0.8515395405382021
County,18125,0.788596670244036
County,18131,0.9187478525601851
County,18139,0.6050767754259307
County,18153,0.644096343524807
County,18173,0.9139084522360665
County,18179,0.9297947433048328
County,18183,0.7519769324687331
County,19009,0.8940283779118527
County,19017,0.6224123707251091
County,19021,0.6709532323350533
County,19031,0.3170600909500644
County,19039,0.7991910364764491
County,17073,0.7984478448727348
County,17077,0.8298035900210166
County,17079,0.9824580138394696
County,17089,0.5643075242746138
County,17103,0.6071602605246477
County,17107,0.9467129879195428
County,17121,0.5002140871675533
County,17129,0.6566821915046241
County,17139,0.5079056735805898
County,17145,0.5485711151365928
County,17155,0.652196923783229
County,17169,0.8633443813515872
County,17175,0.9735057741754967
County,17179,0.6154899238127538
County,17189,0.9574450917216574
County,17203,0.9187800321297293
County,18009,0.7172366048584017
County,18011,0.9896016923741853
County,18021,0.9731960748698835
County,18033,0.7358954722518657
County,13125,0.7634890199806527
County,13129,0.7879328811379811
County,13131,0.9864958789385249
County,13139,0.22304844935731458
County,13157,0.8335504787176189
County,13169,0.8828651899439798
County,13175,0.9438705274802671
County,13187,0.47783170052751694
County,13197,0.6728338539997274
County,13201,0.7654233897729692
County,13217,0.8927857703418479
County,13225,0.4723433104673759
County,13233,0.8690837416600615
County,13243,0.8792725200908589
County,13253,0.6740088902351038
County,13265,0.4765987546973453
County,13277,0.9120864226452571
County,13285,0.7280323563155454
County,13293,0.7826929497820676
County,13303,0.36441909633075814
County,20027,0.9795404310659886
County,20029,0.6863534404929716
County,20039,0.8677512686300377
County,20049,0.5135246595848209
County,20065,0.5139807908606412
County,20075,0.5751277185569819
County,20085,0.5451375804233592
County,20095,0.8110169545806043
County,20105,0.8886235589360529
County,20115,0.6042520407723303
County,20127,0.9434868493447145
County,20135,0.7615719393017873
County,20145,0.3930708268544809
County,20155,0.33432411016114516
County,20163,0.727309611609996
County,20173,0.7020751650213566
County,20185,0.849974898100613
County,20195,0.9225784743685334
County,20203,0.5587734400545075
County,20205,0.9131216449745191
County,21183,0.7208754051780955
County,21187,0.9070231937209958
County,21189,0.8746544260129637
County,21199,0.9808296066597889
County,21209,0.7316778895544457
County,21219,0.7501056936566575
County,21229,0.5674705968411323
County,22001,0.5871706448957009
County,22013,0.49414329442828125
County,22033,0.46860149232035414
County,22053,0.6476369714789003
County,22073,0.9104819784629348
County,22077,0.9325841644824069
County,22089,0.9032860694932604
County,22105,0.7484659240262921
County,22115,0.798956544632564
County,21003,0.7348771216980716
County,21009,0.46472172100039244
County,21017,0.9390357133146422
County,21025,0.9289874649483734
County,21031,0.990884946710706
County,21043,0.8993182940312793
County,21053,0.8897648668942626
County,21063,0.809337060200127
County,21077,0.6019746601427096
County,21087,0.704482062834729
County,21099,0.8022981532105239
County,21103,0.6830292390880973
County,21115,0.8444581071103049
County,21121,0.5798332792419548
County,21137,0.7699986579248373
County,21143,0.6541159510766233
County,21151,0.6655977097374998
County,21157,0.9697270193679629
County,21169,0.18812133594732455
County,21175,0.7500176591205265
County,19045,0.8334426858716213
County,19047,0.9766402294997129
County,19055,0.7828453798377242
County,19063,0.690896672008638
County,19067,0.8593437764834975
County,19079,0.9729885205253289
County,19087,0.8375273146438154
County,19095,0.886191028508263
County,19105,0.7134288122278475
County,19113,0.6986001732463223
County,19121,0.6760615961288952
County,19125,0.4525733599233432
County,19137,0.5572830150405907
County,19141,0.7905933040497113
County,19151,0.8084434416169141
County,19161,0.779042980727322
County,19169,0.8785171057786335
County,19175,0.3151042087173621
County,19181,0.4301837619215578
County,19195,0.7940540217092176
County,20005,0.7096645367640728
County,20015,0.6902033268309329
County,27073,0.8595457072721049
County,27083,0.9978013615843143
County,27085,0.9948826252798056
County,27093,0.5632917465271066
County,27103,0.6335328595462246
County,27113,0.879158506976059
County,27121,0.9374971589755445
County,27127,0.8123686290024945
County,27147,0.921981290255223
County,27153,0.9347097625506413
County,27161,0.7366093347128055
County,28003,0.9461524808930212
County,28013,0.8967689210002481
County,28017,0.8233454134776438
County,28029,0.7043370610183151
County,28037,0.9557271427103833
County,28049,0.6688815377146845
County,28061,0.46965273234161226
County,28065,0.41621167630384215
County,28075,0.8015595217857873
County,22121,0.591141599778358
County,22127,0.7996024431298069
County,23009,0.9430631726217693
County,23029,0.9855957698811824
County,24001,0.8392824073518782
County,24003,0.9964032471755337
County,24009,0.33246372892312503
County,24017,0.5238804357708032
County,24019,0.9967234240257586
County,24029,0.7527269348175389
County,24035,0.6458422338089863
County,24037,0.8284809395541491
County,24039,0.6870696520894579
County,24041,0.9074638614138287
County,25011,0.8742111481157426
County,26009,0.7980329581884293
County,26015,0.8681546574900451
County,26023,0.6429216336283382
County,26035,0.790687469344804
County,26037,0.642636185369151
County,26045,0.8944468608637515
County,26057,0.8317122875944806
County,26061,0.8470903096630387
County,26073,0.4856230676289269
County,26077,0.9377013431058758
County,26083,0.7184937189038832
County,26085,0.5268513705257614
County,26091,0.5373604595463006
County,26097,0.933018412545353
County,26103,0.7700749776755371
County,26107,0.5566502464116879
County,26111,0.9600723805601972
County,26117,0.8650226417611373
County,26123,0.53969288282953
County,26133,0.5267863109524352
County,26143,0.7841125425010789
County,26155,0.4419232853173743
County,26161,0.7444344774317764
County,26165,0.8724296893811879
County,27009,0.34813102959378345
County,27019,0.6621345195902384
County,27029,0.6308156683083992
County,27039,0.6703005884228437
County,27051,0.9959117505007608
County,27057,0.850502885315007
County,27067,0.3646140125276317
County,29097,0.7940210675412579
County,29103,0.7861210097227541
County,29109,0.8045499370042367
County,29117,0.8103531289881688
County,29131,0.5383809260809216
County,29137,0.8077728096652239
County,29151,0.9694933296911509
County,29159,0.9222992334734089
County,29169,0.9717829367045501
County,29179,0.8186324981840263
County,29195,0.9676691014194456
County,29205,0.783155995601582
County,29211,0.6255123757189913
County,29221,0.7997200501323423
County,29229,0.9020904897582245
County,30013,0.7844175401532508
County,30037,0.965151938425195
County,30043,0.34457461405882267
County,31121,0.7168196254390178
County,31125,0.9364159036343381
County,31135,0.9551921735136358
County,31137,0.11794485911354421
County,31147,0.7887343763784187
County,31159,0.4304405112541968
County,31163,0.9628640197209125
County,31171,0.5752912479957555
County,31183,0.7760621442980019
County,32009,0.1955863037774499
County,32021,0.8231941820931257
County,32033,0.8411646714534752
County,34007,0.5474652765061182
County,34015,0.7839720207588157
County,34031,0.7657194133166318
County,35001,0.5162294133304423
County,35006,0.1955255892576315
County,30051,0.25031430634033364
County,30059,0.9653993377668602
County,30069,0.7798530710924274
County,30093,0.7693482618389627
County,30099,0.9058812016285652
County,30107,0.9789346246167376
County,31003,0.8457489241291474
County,31009,0.5731639175446094
County,31023,0.9495702759087314
County,31035,0.8721605761834492
County,31037,0.7530311657696209
County,31047,0.7684505332683764
County,31053,0.3847628523600836
County,31063,0.6168536684764809
County,31073,0.41228809104463066
County,31085,0.9084732249587643
County,31093,0.7274458393318143
County,31097,0.5206680424517764
County,31117,0.8899804008271813
County,28079,0.2960306743355407
County,28083,0.6806982392831445
County,28095,0.6192726578088641
County,28099,0.5546108823110896
County,28103,0.459526290947517
County,28115,0.9714691145833668
County,28117,0.9900530762219728
County,28127,0.6407532113634594
County,28139,0.2292065161945618
County,28151,0.8975238850626347
County,29001,0.8006295517054437
County,29009,0.8228819558110281
County,29021,0.5971738312855451
County,29033,0.9412868060514846
County,29043,0.7652192620593951
