id,name,company,type,address,city,postal,state,lat,lon,profile_url
9640,Evocative LAX10,Evocative Data Centers,Colocation,2260 E El Segundo Blvd,El Segundo,90245,California,33.9156634,-118.38472,https://www.datacentermap.com/usa/california/el-segundo/evocative-lax10/
2748,AISO Solar Powered Data Center,AISO.Net,Colocation,25655 Louisa Lane,Romoland,92585,California,33.748108,-117.152151,https://www.datacentermap.com/usa/california/riverside/aisonet/
13986,Cogent Data Center - Palm Springs,"Cogent Communications, Inc.",Colocation,3601 N Indian Canyon Dr,Palm Springs,92262,California,33.8626098,-116.545928,https://www.datacentermap.com/usa/california/riverside/cogent-data-center-palm-springs/
588,Acorn Technology Services Data Center,Acorn Technology Services,Colocation,1960 Chicago Ave,Riverside,92507,California,33.993821,-117.347245,https://www.datacentermap.com/usa/california/riverside/marquisnet-riverside/
5442,Lumen Riverside 1,Lumen,Colocation,1550 Malborough Avenue,Riverside,92507,California,33.996958,-117.345705,https://www.datacentermap.com/usa/california/riverside/level3-riverside1/
1790,Lumen Emeryville 1,Lumen,Colocation,5000 Hollis Street,Emeryville,94608,California,37.835026,-122.286697,https://www.datacentermap.com/usa/california/emeryville/level3-5000-hollis/
1470,Lumen Oakland,Lumen,Colocation,1313 53rd Street,Emeryville,94608,California,37.836074,-122.287463,https://www.datacentermap.com/usa/california/emeryville/level3-oakland/
1007,3015 Winona Avenue (BUR10),Digital Realty,Colocation,3015 Winona Avenue,Burbank,91504,California,34.199474,-118.343964,https://www.datacentermap.com/usa/california/burbank/3015-winona-avenue/
2236,Impulse Goleta,Impulse Advanced Communications,Colocation,6144 Calle Real #200,Goleta,93117,California,34.4398876,-119.8348866,https://www.datacentermap.com/usa/california/goleta/goleta/
2021,Got.Net Santa Cruz,Got.Net,Colocation,303 Potrero St,Santa Cruz,95060,California,36.9821667,-122.0309843,https://www.datacentermap.com/usa/california/santa-cruz/gotnet/
13405,CalEthos Campus Site 2,"CalEthos, Inc.",Campus,W Sinclair Rd / E Hoober Rd,Calipatria,92233,California,33.172883,-115.531097,https://www.datacentermap.com/usa/california/el-centro/calethos-campus-site-2/
13399,CalEthos Campus Site 1,"CalEthos, Inc.",Campus,Hwy 111 & W Sinclair Road / E Hoober Rd,Calipatria,92233,California,33.172897,-115.52351,https://www.datacentermap.com/usa/california/el-centro/calethos-campus-site-1/
